age,breakdown_count,repair_cost,downtime_hours,risk_level
19,0,5487,57,High
11,12,756,53,High
10,15,11660,75,High
9,15,20275,46,High
10,2,6243,36,Medium
13,15,21136,12,High
3,2,9927,74,High
15,4,18927,80,High
20,10,1262,25,Medium
5,6,13030,59,High
8,12,11787,64,High
14,2,24986,2,High
6,14,11523,57,High
5,7,12747,43,Medium
8,8,17693,50,Medium
6,3,10806,49,Medium
15,12,9498,21,High
6,6,14330,66,High
11,0,15704,66,High
7,7,12361,57,High
4,0,23059,69,High
16,0,3256,60,High
17,15,7566,72,High
16,13,17364,51,High
10,14,8673,9,High
3,8,9672,16,Medium
13,8,2464,43,Medium
4,7,8600,70,High
17,2,11374,35,Medium
13,13,8702,22,High
18,4,11831,36,Medium
5,10,14908,4,Medium
14,13,23942,28,High
6,11,29824,53,High
4,10,8358,75,High
15,6,23580,68,High
15,3,11156,8,Low
16,9,13931,10,Medium
12,12,23375,63,High
3,0,15460,32,Medium
8,12,8566,44,High
8,13,22968,35,High
19,3,6849,13,Low
14,13,29043,15,High
16,10,4770,2,Medium
14,10,24627,41,High
20,0,29532,7,High
5,3,14083,21,Low
3,5,1196,49,Medium
17,4,19270,15,Low
11,2,7264,65,High
1,1,28401,9,High
19,4,4659,3,Low
9,9,3774,14,Medium
17,7,28834,33,High
14,8,18440,27,Medium
17,6,10372,7,Medium
2,9,17041,48,Medium
8,10,651,50,Medium
3,5,19966,8,Low
14,11,1973,25,High
19,10,13467,32,Medium
7,11,3258,43,High
2,15,23596,9,High
13,1,2135,78,High
14,7,24984,58,High
16,8,22567,70,High
11,11,9571,15,High
11,6,15695,62,High
12,4,26048,58,High
12,2,25950,74,High
7,6,22921,39,High
19,9,18205,76,High
18,10,4452,43,Medium
20,9,15117,63,High
6,14,29101,46,High
4,9,8069,6,Medium
15,12,2488,69,High
11,0,2956,26,Medium
19,3,27912,68,High
2,14,22210,17,High
4,9,1850,66,High
3,2,24292,77,High
7,11,11616,67,High
3,2,21508,45,High
19,1,7133,14,Low
5,14,2666,70,High
15,15,16719,68,High
16,1,704,44,Medium
17,14,17718,66,High
9,13,15337,70,High
4,3,20191,12,High
8,3,3334,16,Low
5,14,8823,80,High
10,11,15022,44,High
8,8,17216,15,Medium
17,11,15677,56,High
4,2,26924,5,High
14,3,23406,69,High
11,5,20404,13,High
2,9,21184,29,High
8,1,4774,6,Low
11,8,17125,33,Medium
12,13,4334,17,High
16,3,16869,50,Medium
8,6,17124,35,Medium
16,1,18007,41,Medium
19,4,15375,22,Low
11,2,8996,25,Low
20,3,15621,14,Low
13,6,13154,80,High
16,9,12283,29,Medium
1,2,2676,8,Low
16,10,19135,29,Medium
4,5,23883,26,High
14,0,2999,68,High
14,8,20842,15,High
5,8,4639,73,High
14,9,16759,79,High
8,2,14569,19,Low
9,15,2688,63,High
9,5,23428,77,High
8,11,12101,34,High
10,9,20554,18,High
18,2,21073,37,High
2,1,17670,70,High
10,6,20089,77,High
3,6,18388,23,Medium
13,6,25781,4,High
16,9,1601,49,Medium
13,9,18489,56,High
11,0,13841,8,Low
2,3,9817,65,High
4,5,27175,14,High
7,5,4979,3,Low
20,2,16709,6,Low
19,13,19130,61,High
12,3,11280,71,High
4,0,14151,5,Low
20,12,27800,38,High
9,10,12718,20,Medium
1,2,29430,69,High
3,3,11075,40,Medium
10,3,23961,77,High
9,10,16644,47,Medium
3,11,4792,77,High
14,7,4428,15,Medium
12,12,23297,8,High
14,1,10722,60,High
19,13,10440,80,High
17,4,6086,78,High
9,12,23292,14,High
7,3,6572,71,High
6,10,21879,42,High
15,1,4727,61,High
15,11,839,1,High
16,3,27889,52,High
9,10,22040,55,High
13,3,14650,8,Low
13,0,8427,62,High
17,12,26978,78,High
9,14,12555,33,High
13,12,13822,49,High
6,14,12247,45,High
11,8,535,57,High
20,15,805,60,High
8,9,8566,5,Medium
13,0,4481,14,Low
11,11,11032,22,High
1,9,25824,50,High
18,3,1925,2,Low
18,5,25633,14,High
20,14,14256,67,High
4,3,15727,22,Low
19,5,13809,34,Medium
6,13,26294,39,High
10,2,29585,19,High
8,3,4055,78,High
4,2,25244,38,High
20,3,16171,78,High
19,10,17537,23,Medium
12,6,9383,70,High
3,12,7218,77,High
8,12,8842,61,High
16,2,15125,30,Medium
19,3,928,25,Low
9,10,25213,9,High
14,8,6471,60,High
3,3,15184,14,Low
18,12,27871,35,High
1,14,6487,16,High
20,2,25675,68,High
18,11,4329,72,High
10,7,10811,31,Medium
19,12,24934,5,High
1,4,26868,12,High
16,2,22166,70,High
6,10,1302,56,High
13,10,3811,77,High
1,14,21081,34,High
14,6,8826,72,High
8,8,19436,61,High
18,11,4771,24,High
12,5,11752,25,Low
5,10,28618,1,High
4,13,17895,76,High
11,12,12036,14,High
14,8,4292,38,Medium
1,11,28547,62,High
3,6,26459,41,High
2,11,7826,43,High
4,8,6279,8,Medium
11,7,1477,76,High
7,12,25216,13,High
7,2,6917,24,Low
6,12,22207,70,High
1,4,7628,31,Medium
8,9,26580,2,High
10,10,15698,11,Medium
14,1,26556,65,High
8,10,27410,2,High
4,15,17344,25,High
12,9,12960,73,High
9,6,26490,39,High
13,12,29617,55,High
11,1,26071,47,High
14,8,11492,32,Medium
5,15,29785,37,High
11,6,13827,58,High
17,2,1685,17,Low
14,6,5549,79,High
8,14,835,71,High
4,6,1863,68,High
8,4,8775,43,Medium
13,10,13030,57,High
9,12,12744,79,High
9,12,28732,38,High
16,0,12905,57,High
2,9,13001,4,Medium
6,8,27291,77,High
7,15,19324,3,High
11,14,8960,80,High
11,12,22227,30,High
5,7,5832,14,Medium
2,11,1929,76,High
8,13,16731,41,High
20,9,15443,13,Medium
17,0,18919,72,High
8,4,16812,54,High
15,14,10208,69,High
18,1,19544,25,Low
14,8,25872,56,High
5,4,762,73,High
8,13,21811,29,High
8,4,22642,18,High
6,12,28169,48,High
14,8,7034,4,Medium
6,12,1677,68,High
4,12,24720,4,High
2,3,10689,68,High
11,0,24738,46,High
3,3,1301,46,Medium
6,9,29611,4,High
16,10,3336,70,High
4,3,21251,64,High
12,15,18507,12,High
20,12,17783,40,High
16,0,27696,20,High
9,0,16150,2,Low
15,12,11776,50,High
16,7,18919,11,Medium
9,2,22677,19,High
5,10,20070,75,High
19,11,20878,40,High
2,5,11775,46,Medium
19,2,22942,20,High
15,12,6467,26,High
13,3,964,54,High
9,3,17477,44,Medium
20,13,21717,5,High
1,4,23427,76,High
15,12,8398,64,High
11,3,7118,38,Medium
20,2,23534,67,High
13,10,16596,5,Medium
4,7,15033,27,Medium
19,14,29060,45,High
16,3,11375,44,Medium
1,14,2199,30,High
3,9,19480,13,Medium
6,8,9820,20,Medium
8,1,26230,39,High
19,2,17461,59,High
20,5,9399,74,High
7,2,1497,31,Medium
3,0,4187,71,High
10,14,6834,58,High
4,14,6822,72,High
1,14,8861,4,High
3,3,20758,23,High
15,9,29732,57,High
12,13,6211,1,High
11,3,18368,16,Low
12,0,15690,39,Medium
1,14,18322,43,High
13,2,13991,75,High
20,10,4864,20,Medium
16,10,22131,41,High
9,1,16711,70,High
7,12,25107,74,High
14,13,9326,22,High
7,12,1466,60,High
7,9,4136,73,High
18,15,28653,22,High
17,0,1033,40,Medium
11,10,8975,41,Medium
11,12,7324,20,High
8,1,6373,79,High
16,0,10812,73,High
7,6,5564,70,High
2,3,2922,7,Low
7,6,6256,32,Medium
18,9,9610,65,High
5,5,13942,30,Medium
15,6,7293,62,High
19,2,8798,50,Medium
6,0,4738,63,High
6,15,1857,21,High
17,2,17611,3,Low
16,13,10660,1,High
13,2,28229,37,High
15,9,7780,43,Medium
20,9,16765,3,Medium
4,12,20980,41,High
14,9,15688,57,High
8,7,4477,11,Medium
15,10,15578,3,Medium
20,8,5627,55,High
3,10,19036,58,High
6,2,7402,65,High
12,12,9349,10,High
8,4,9850,57,High
18,6,2606,22,Medium
2,5,8114,5,Low
8,3,21796,67,High
16,14,13665,22,High
11,6,20100,53,High
11,8,4849,78,High
2,5,13480,64,High
19,12,18375,7,High
2,3,849,7,Low
11,11,14980,51,High
17,1,25253,62,High
7,8,22595,80,High
7,2,5775,48,Medium
10,15,17578,4,High
2,11,22064,63,High
6,5,24646,4,High
11,10,11961,80,High
18,10,19868,48,Medium
19,14,26786,4,High
15,8,10295,11,Medium
5,1,5006,27,Medium
17,10,17445,31,Medium
17,10,23256,37,High
13,5,16312,47,Medium
19,11,11433,18,High
1,14,23605,40,High
20,0,5464,49,Medium
12,8,27473,63,High
11,11,14269,3,High
20,2,23489,11,High
9,15,12686,20,High
10,1,22683,47,High
5,6,17688,56,High
15,1,2440,24,Low
2,0,9310,33,Medium
15,7,23184,26,High
9,7,18191,21,Medium
6,8,26193,44,High
2,8,8577,31,Medium
3,13,15663,16,High
3,12,26993,52,High
9,11,25536,9,High
10,3,24037,57,High
18,12,15017,26,High
3,4,15330,80,High
5,15,20097,11,High
8,13,14937,59,High
12,15,28566,73,High
12,3,26702,51,High
4,4,19940,7,Low
18,5,27236,28,High
19,1,25920,20,High
4,1,29881,52,High
16,1,13586,4,Low
4,11,4748,63,High
9,8,7352,43,Medium
10,6,3064,29,Medium
11,1,20684,40,High
3,7,23652,19,High
19,9,14617,75,High
2,13,3026,68,High
14,3,13671,33,Medium
1,9,25614,12,High
15,10,15905,38,Medium
8,12,25607,74,High
13,3,17429,79,High
2,8,11564,21,Medium
11,10,27155,46,High
7,2,25307,67,High
9,14,15926,20,High
5,10,18507,33,Medium
13,8,12900,39,Medium
2,5,6533,16,Low
6,2,25867,61,High
9,8,3678,69,High
9,1,14531,30,Medium
20,11,20094,40,High
4,0,616,62,High
4,13,28076,44,High
1,15,10924,38,High
8,15,25926,12,High
14,2,1443,5,Low
14,7,15229,17,Medium
13,13,27143,50,High
10,14,18530,10,High
19,5,5732,58,High
15,6,24629,58,High
10,8,21140,67,High
6,1,5345,46,Medium
1,0,24373,65,High
4,13,27037,34,High
6,14,999,55,High
10,14,539,26,High
4,0,12580,70,High
8,7,26766,80,High
5,2,11177,46,Medium
10,15,17846,35,High
19,3,19872,8,Low
5,3,28995,11,High
17,1,18684,58,High
6,9,21589,10,High
3,10,10818,26,Medium
6,0,15640,78,High
6,9,18651,64,High
6,3,14244,22,Low
9,0,11423,51,High
2,1,29698,23,High
20,1,19725,59,High
17,14,8673,9,High
14,14,20837,78,High
11,15,14632,73,High
7,9,10505,77,High
2,9,18250,50,Medium
10,2,12727,7,Low
5,2,15791,71,High
18,12,23278,2,High
8,2,9264,60,High
7,7,28210,72,High
15,10,29583,19,High
17,9,27718,76,High
15,5,28785,41,High
10,7,11917,61,High
17,12,714,61,High
8,3,12150,19,Low
1,9,15848,52,High
5,9,19278,68,High
1,4,26181,3,High
5,15,19623,73,High
8,10,3558,20,Medium
2,14,15230,5,High
9,11,19998,11,High
15,13,3394,61,High
18,15,11836,20,High
12,10,16608,64,High
19,11,22642,74,High
3,5,10898,28,Medium
14,0,1404,7,Low
14,5,28232,18,High
15,9,14480,72,High
8,2,5603,69,High
3,14,27854,39,High
4,4,2728,77,High
3,0,22586,51,High
16,9,17903,68,High
8,0,9318,49,Medium
1,6,9068,22,Medium
2,10,27758,20,High
12,5,27575,77,High
3,11,19188,48,High
13,6,13218,62,High
7,1,23665,17,High
10,15,22614,2,High
13,12,4409,44,High
11,11,5121,30,High
3,8,2388,28,Medium
13,13,13925,21,High
17,10,27783,64,High
5,0,5453,30,Medium
18,9,1054,67,High
5,13,4324,23,High
9,13,6848,70,High
7,14,27257,31,High
8,6,5206,14,Medium
9,11,15690,24,High
18,10,26513,52,High
1,6,1054,22,Medium
7,8,1591,22,Medium
12,7,14094,54,High
2,6,5639,46,Medium
20,5,5863,52,High
4,2,15571,5,Low
14,10,5552,12,Medium
6,12,3155,65,High
2,3,18734,3,Low
1,13,18453,44,High
13,3,15592,72,High
20,5,6925,34,Medium
1,9,25866,27,High
20,8,918,13,Medium
4,8,18110,35,Medium
19,10,23013,79,High
9,4,27928,52,High
19,0,5476,18,Low
11,15,13871,59,High
10,10,3746,62,High
4,4,11209,19,Low
20,11,14790,20,High
3,14,16860,71,High
11,4,10163,60,High
10,9,22328,32,High
1,1,27173,48,High
15,12,10055,56,High
6,0,29721,17,High
1,12,9770,55,High
10,12,26498,9,High
13,9,3312,68,High
3,1,25324,40,High
7,5,17900,12,Low
12,4,7886,78,High
20,0,9650,79,High
11,11,26100,64,High
14,15,22220,54,High
4,0,13281,48,Medium
8,1,1847,23,Low
5,7,1620,59,High
13,3,11730,63,High
3,2,12860,62,High
11,13,10812,39,High
10,9,18099,78,High
13,5,27643,56,High
9,2,1968,12,Low
8,12,23827,20,High
20,1,946,64,High
12,4,2910,75,High
15,15,25375,8,High
13,15,21983,41,High
8,14,25573,45,High
10,3,19179,43,Medium
14,13,27369,63,High
14,8,16532,66,High
4,12,26217,54,High
15,9,5939,2,Medium
8,7,1635,37,Medium
16,12,4311,73,High
10,0,17640,70,High
13,3,10449,51,High
14,12,16428,31,High
18,7,22904,13,High
11,2,11961,57,High
5,11,7363,23,High
4,14,7616,77,High
20,6,12111,28,Medium
10,8,8576,17,Medium
14,10,2208,25,Medium
18,0,22585,44,High
16,8,6939,61,High
5,3,29015,45,High
6,13,5850,70,High
7,15,18548,23,High
1,4,9534,6,Low
13,1,9522,33,Medium
7,3,11464,47,Medium
7,5,14318,21,Low
20,11,26997,45,High
9,15,28121,42,High
18,13,2072,26,High
18,0,21934,77,High
13,7,7177,57,High
4,7,16452,37,Medium
14,2,5570,78,High
17,2,3142,23,Low
20,6,24288,48,High
4,5,5981,29,Medium
18,5,4043,42,Medium
19,6,7130,12,Medium
13,0,4013,70,High
20,4,16516,78,High
7,6,15237,68,High
18,6,15429,78,High
11,11,5796,51,High
8,1,5538,9,Low
8,1,10710,42,Medium
11,15,15650,53,High
12,12,10018,56,High
20,12,9905,19,High
5,8,7006,14,Medium
6,11,5867,61,High
9,0,9793,24,Low
15,11,3315,55,High
10,10,29166,47,High
5,14,20958,47,High
5,13,21049,11,High
14,4,9358,72,High
13,10,15818,52,High
4,5,28569,3,High
3,5,15230,11,Low
5,3,14240,21,Low
19,3,27555,76,High
6,2,792,7,Low
3,13,12495,74,High
13,0,5851,49,Medium
20,14,5582,75,High
12,12,28786,58,High
1,4,22955,24,High
2,13,11011,64,High
4,2,26525,1,High
14,0,11852,45,Medium
16,0,17394,77,High
13,8,7661,8,Medium
17,2,12019,65,High
14,12,28969,3,High
5,1,12965,24,Low
9,9,23870,56,High
14,0,16810,40,Medium
18,9,20639,61,High
5,11,17018,11,High
15,3,6093,42,Medium
10,2,27469,3,High
10,4,22733,66,High
12,9,13455,13,Medium
5,14,19904,2,High
7,2,18694,46,Medium
11,2,16491,23,Low
4,3,4755,45,Medium
10,14,26890,29,High
17,8,1424,10,Medium
11,5,13768,1,Low
12,15,15780,16,High
3,0,23185,72,High
17,13,24759,38,High
19,1,12904,65,High
10,6,28845,32,High
3,6,22741,66,High
15,6,18413,33,Medium
15,13,5889,8,High
3,5,2181,51,High
9,6,29611,38,High
15,0,8899,10,Low
12,15,19346,35,High
4,12,28724,72,High
18,11,7186,80,High
7,12,16327,41,High
19,7,24539,40,High
15,0,10794,54,High
8,10,6708,13,Medium
10,13,17822,31,High
7,0,1005,20,Low
20,8,24204,56,High
5,15,11948,80,High
18,10,15847,34,Medium
20,1,3411,36,Medium
2,2,12335,66,High
12,15,18875,1,High
9,14,17669,38,High
11,15,1944,30,High
13,3,17334,5,Low
17,15,29871,58,High
19,11,26142,78,High
9,14,26840,2,High
18,5,5521,34,Medium
5,11,26350,7,High
3,2,10944,57,High
9,2,13360,40,Medium
10,6,2829,11,Medium
9,0,10244,59,High
8,4,5694,77,High
18,10,2573,69,High
1,1,14275,52,High
20,1,24965,52,High
20,11,17991,11,High
20,6,21022,17,High
6,8,5548,14,Medium
2,5,24870,19,High
11,11,21594,17,High
6,12,2905,45,High
17,11,26455,14,High
19,3,14542,62,High
13,11,25304,26,High
14,3,1120,40,Medium
7,14,13955,54,High
8,2,12874,8,Low
14,2,1404,53,High
17,1,2329,22,Low
15,8,20745,45,High
11,2,25486,41,High
4,12,6594,66,High
5,1,19465,77,High
19,3,17158,73,High
6,0,21318,23,High
16,9,2559,72,High
3,11,3380,17,High
10,5,8042,18,Low
20,14,25804,77,High
17,3,11594,54,High
2,10,24727,17,High
18,15,28063,77,High
10,12,20208,15,High
9,6,1630,69,High
10,2,23518,59,High
6,10,12860,28,Medium
16,4,18377,77,High
16,15,20759,25,High
12,7,5546,61,High
17,9,11420,58,High
12,0,19141,76,High
1,13,24612,70,High
11,8,23094,31,High
8,14,1284,68,High
7,5,22148,75,High
8,1,19697,19,Low
14,6,21677,46,High
8,5,25015,23,High
3,4,27956,50,High
12,2,25417,38,High
11,15,20928,74,High
6,10,14226,43,Medium
12,12,18773,33,High
15,5,15090,59,High
20,14,3534,56,High
7,2,26108,35,High
15,6,8688,48,Medium
10,11,2705,46,High
1,3,1458,38,Medium
17,11,16266,77,High
6,5,25192,63,High
12,10,11244,48,Medium
1,7,15388,22,Medium
8,15,29775,25,High
8,5,12962,19,Low
11,7,8766,44,Medium
19,8,6346,33,Medium
14,5,14522,65,High
4,12,4595,47,High
20,9,3725,39,Medium
5,13,21253,16,High
18,4,21058,76,High
20,10,686,48,Medium
9,14,27809,67,High
17,10,20852,62,High
4,4,3379,16,Low
7,13,10094,28,High
17,2,25548,43,High
14,15,8767,37,High
5,14,7481,7,High
18,9,11396,59,High
13,10,29123,63,High
15,4,17386,25,Low
10,2,19937,30,Medium
1,2,7053,9,Low
16,8,16519,70,High
6,15,29026,74,High
7,11,12285,48,High
5,10,22887,30,High
1,8,13793,74,High
10,5,4996,19,Low
15,12,10219,25,High
4,4,2195,32,Medium
16,14,21984,63,High
9,8,19833,30,Medium
20,13,25770,55,High
1,7,4909,73,High
11,5,17840,28,Medium
7,3,18551,54,High
19,6,15962,52,High
19,10,13921,32,Medium
16,1,29631,32,High
19,11,16122,52,High
18,0,1111,56,High
11,1,10828,43,Medium
8,2,8701,23,Low
7,3,28780,6,High
1,4,1558,64,High
20,9,14031,55,High
19,8,12489,48,Medium
20,13,1563,62,High
7,10,26652,23,High
19,6,21535,58,High
6,12,4460,55,High
5,10,10024,32,Medium
6,12,18446,65,High
17,11,7511,48,High
7,3,11638,67,High
13,1,18435,35,Medium
1,9,24428,13,High
16,9,27979,66,High
18,10,2572,18,Medium
15,10,10401,54,High
3,1,20361,45,High
6,14,18406,74,High
19,10,8202,48,Medium
6,13,5216,59,High
10,7,7824,43,Medium
11,14,27234,71,High
18,3,11485,42,Medium
7,9,2708,1,Medium
20,2,15426,27,Medium
3,3,2906,22,Low
7,10,8234,24,Medium
10,3,14753,14,Low
20,9,11098,55,High
7,8,22028,77,High
10,0,17777,37,Medium
9,3,14326,66,High
12,7,29865,59,High
9,1,25784,14,High
1,6,23013,42,High
3,10,559,29,Medium
4,4,4068,69,High
3,8,18343,29,Medium
16,0,20120,13,High
16,12,15880,56,High
6,6,21428,48,High
4,0,7406,4,Low
6,3,28625,5,High
11,10,13445,23,Medium
11,14,6309,71,High
14,13,8565,67,High
7,12,18566,63,High
18,3,29039,36,High
3,11,29434,55,High
6,3,27023,18,High
12,13,3952,5,High
15,8,11776,60,High
8,15,15127,57,High
20,10,6555,47,Medium
3,0,10191,18,Low
12,7,22499,22,High
12,4,22617,78,High
8,9,27527,11,High
19,0,20897,18,High
13,1,23778,67,High
8,11,14498,66,High
17,11,21807,30,High
14,2,19853,68,High
12,4,25529,39,High
15,1,22490,4,High
12,11,24212,54,High
1,13,1630,70,High
11,1,22363,17,High
9,2,7543,42,Medium
11,4,11509,65,High
17,3,4955,57,High
4,2,26470,35,High
20,8,24837,37,High
3,9,927,40,Medium
12,1,9204,54,High
11,6,8155,7,Medium
15,10,4124,36,Medium
1,15,28844,53,High
6,11,28045,27,High
14,1,5700,33,Medium
8,11,22685,36,High
6,0,8226,49,Medium
10,9,13012,37,Medium
14,5,7842,54,High
7,14,8860,35,High
9,3,9967,63,High
13,11,6058,38,High
4,2,28377,16,High
20,0,22045,19,High
20,4,5501,71,High
3,10,29660,34,High
5,8,900,47,Medium
9,14,3623,28,High
18,2,1840,79,High
19,12,3321,23,High
12,5,12133,26,Medium
3,3,9182,57,High
3,2,9079,16,Low
10,11,9185,10,High
6,15,14761,21,High
11,7,11076,33,Medium
20,13,14672,15,High
6,4,12613,71,High
10,15,29693,35,High
4,0,25955,50,High
7,4,19812,33,Medium
4,13,20419,7,High
3,15,11015,61,High
17,8,14632,19,Medium
19,14,29711,19,High
10,1,28768,11,High
1,4,15091,63,High
2,10,10543,15,Medium
9,11,27980,54,High
4,6,9558,79,High
6,15,11217,6,High
20,2,23432,10,High
6,8,27677,70,High
3,15,4667,22,High
20,8,16113,66,High
6,2,11478,15,Low
9,5,21194,75,High
7,9,27948,5,High
10,5,19579,6,Low
1,6,10065,71,High
1,2,10206,57,High
11,8,14630,32,Medium
7,13,14078,33,High
6,5,18630,10,Low
14,0,22111,51,High
16,13,6669,43,High
5,9,900,80,High
7,5,25818,4,High
17,5,14142,13,Low
13,13,7435,61,High
5,10,11268,5,Medium
3,8,3147,5,Medium
8,10,2501,59,High
14,9,3728,1,Medium
12,9,8178,30,Medium
19,12,672,79,High
2,8,24510,61,High
4,9,12444,68,High
2,2,7700,62,High
8,1,9430,72,High
7,4,24541,45,High
2,4,11507,52,High
4,10,16348,9,Medium
12,15,4117,16,High
5,2,27921,25,High
15,6,7963,74,High
3,2,6372,27,Medium
6,3,3405,37,Medium
10,4,27787,63,High
18,10,28156,49,High
12,5,17649,14,Low
8,6,11143,60,High
5,9,15720,10,Medium
11,3,7575,47,Medium
4,2,1223,15,Low
6,9,27440,74,High
4,5,6261,64,High
18,11,1876,55,High
11,13,28692,21,High
18,15,5265,34,High
2,11,20096,26,High
13,14,19410,37,High
6,7,16243,33,Medium
14,10,3485,12,Medium
17,12,6714,10,High
5,11,1095,8,High
11,14,14126,35,High
14,13,24172,63,High
19,0,19085,37,Medium
3,9,21580,47,High
7,9,2154,63,High
16,15,17394,2,High
19,0,17801,59,High
8,10,4816,24,Medium
11,0,20750,56,High
5,5,8831,24,Low
6,3,2213,25,Low
9,10,17706,15,Medium
9,12,24931,5,High
18,14,29323,6,High
15,9,23024,28,High
19,13,11350,2,High
15,4,5432,29,Medium
17,2,18343,79,High
6,0,3245,8,Low
17,6,21658,18,High
12,10,18171,31,Medium
3,11,20886,4,High
4,5,22303,22,High
16,2,27950,41,High
10,10,9718,59,High
11,11,19306,68,High
2,1,15500,46,Medium
6,13,15865,74,High
3,12,24458,69,High
3,15,28356,76,High
13,13,4385,80,High
19,5,24342,80,High
10,0,29765,67,High
14,3,7647,17,Low
12,9,25212,69,High
14,12,25665,38,High
8,8,25443,43,High
17,14,8271,78,High
11,9,18030,73,High
9,13,1125,4,High
14,5,11502,52,High
2,1,8641,23,Low
8,5,659,54,High
12,7,646,15,Medium
4,9,26972,66,High
1,12,5705,30,High
17,2,24906,79,High
20,12,3755,24,High
15,1,18699,65,High
19,1,21157,12,High
18,3,9485,80,High
20,7,15266,76,High
9,8,14676,2,Medium
3,14,15624,15,High
17,12,28592,9,High
14,10,21748,76,High
1,4,17473,33,Medium
13,15,27327,77,High
18,10,1917,19,Medium
11,9,19200,7,Medium
11,6,2135,53,High
20,11,7649,11,High
15,12,16057,38,High
19,7,22453,54,High
18,11,19643,14,High
16,14,27257,38,High
19,3,29223,6,High
7,0,8043,54,High
17,4,6519,24,Low
1,9,21482,33,High
3,11,23520,7,High
10,1,28358,58,High
13,9,1960,56,High
13,7,10169,28,Medium
8,11,11655,9,High
15,10,9911,28,Medium
5,14,25689,32,High
7,0,19989,51,High
12,10,9253,69,High
5,12,18249,53,High
20,12,12813,50,High
1,2,26678,45,High
19,1,27425,69,High
16,10,17521,7,Medium
14,13,2032,67,High
11,8,20062,58,High
18,6,27043,73,High
16,12,20513,22,High
15,9,2280,68,High
2,14,17576,61,High
6,15,19761,25,High
8,6,15153,11,Medium
15,13,24528,34,High
5,7,15804,10,Medium
4,3,21522,74,High
1,12,4277,32,High
2,1,5166,78,High
7,7,25243,69,High
2,5,6104,26,Medium
12,0,12882,26,Medium
1,5,21956,17,High
2,11,16421,23,High
1,15,15247,67,High
16,7,22394,58,High
9,15,17463,80,High
20,9,9901,14,Medium
10,15,24144,24,High
4,14,11404,5,High
3,6,17906,66,High
12,15,5455,16,High
15,3,25070,40,High
15,3,20450,1,High
14,3,27869,79,High
11,15,14139,51,High
11,6,26249,80,High
15,13,24574,65,High
1,3,29683,27,High
16,11,25195,10,High
17,8,8406,45,Medium
15,0,25265,8,High
16,4,16436,25,Low
10,4,19869,58,High
12,8,16610,2,Medium
18,10,6493,47,Medium
11,13,23482,1,High
4,12,12397,44,High
16,9,18673,73,High
2,7,22032,24,High
16,3,5701,33,Medium
18,4,9159,77,High
1,9,19426,80,High
8,15,28228,46,High
1,11,10592,32,High
6,10,25554,15,High
11,13,23888,41,High
13,0,27588,34,High
1,13,26229,50,High
6,15,3982,1,High
2,15,18137,20,High
11,13,972,49,High
20,0,24556,23,High
3,9,16373,38,Medium
19,9,1693,60,High
8,11,8912,50,High
6,7,10185,71,High
19,12,28968,3,High
5,10,28514,30,High
9,14,9678,71,High
17,10,10434,5,Medium
7,12,20948,18,High
13,4,14702,73,High
19,0,11159,14,Low
10,8,19113,8,Medium
8,3,16235,72,High
8,4,22807,46,High
2,7,5817,32,Medium
7,9,6516,48,Medium
5,14,16965,26,High
9,11,27585,8,High
19,2,22627,62,High
17,11,10874,23,High
12,13,15167,66,High
19,3,10066,11,Low
1,8,4535,27,Medium
7,5,6696,56,High
20,1,17812,47,Medium
5,12,20126,71,High
5,9,24076,73,High
7,11,21919,73,High
13,8,17347,15,Medium
11,1,27417,62,High
19,4,14686,69,High
7,12,3899,13,High
7,5,23380,46,High
1,9,23003,41,High
15,0,16068,52,High
3,15,11695,32,High
19,5,25050,73,High
15,11,21659,46,High
18,10,26473,45,High
5,13,28246,53,High
2,9,1274,51,High
19,2,17632,33,Medium
2,9,20881,25,High
10,15,6166,78,High
20,15,26084,19,High
4,4,16359,23,Low
10,7,11750,68,High
1,9,11034,17,Medium
3,12,5811,45,High
4,4,8071,36,Medium
11,1,3540,5,Low
10,15,20546,24,High
10,0,9519,62,High
17,7,7997,66,High
6,1,2541,47,Medium
20,9,13384,71,High
1,0,4132,68,High
14,6,16417,70,High
14,4,22891,74,High
20,2,19676,55,High
9,9,1464,44,Medium
1,7,28859,71,High
5,10,24544,76,High
10,2,8643,77,High
13,2,8843,6,Low
1,3,7939,48,Medium
18,7,11777,32,Medium
16,10,23285,22,High
14,9,628,13,Medium
4,0,26885,56,High
17,6,21864,8,High
